raw_text,label
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 1670",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.54.102/invoice.pdf.exe,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 5547",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 4128",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 8788",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.94.17/invoice.pdf.exe,1
"Here is the invoice you requested for the software licensing.

Ref: 3541",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/24479 to update your info within 24 hours.",1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/61874 to update your info within 24 hours.",1
Invoice Payment Overdue. Please review the secure document here: http://172.16.80.233/invoice.pdf.exe,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.246.6/admin-login,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.164.45/secure-update to avoid permanent account deletion.,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/74900,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 7400",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 8919",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 1295",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.1.190/admin-login,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/91019 to update your info within 24 hours.",1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 7837",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/30291,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/20448,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.155.57/admin-login,1
"Here is the invoice you requested for the software licensing.

Ref: 5530",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.218.154/admin-login,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.194.55/invoice.pdf.exe,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/67053,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.59.5/admin-login,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.4.203/secure-update to avoid permanent account deletion.,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 4902",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 2043",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 7095",0
"Here is the invoice you requested for the software licensing.

Ref: 9851",0
"Here is the invoice you requested for the software licensing.

Ref: 8798",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.150.178/invoice.pdf.exe,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/43044,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 5557",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/39778,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 8633",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 7809",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.160.79/admin-login,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.77.8/secure-update to avoid permanent account deletion.,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 3183",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.226.181/admin-login,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.177.45/secure-update to avoid permanent account deletion.,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/29503 to update your info within 24 hours.",1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 7181",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 3014",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.186.227/invoice.pdf.exe,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/67859 to update your info within 24 hours.",1
"Here is the invoice you requested for the software licensing.

Ref: 8330",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 9420",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/74934 to update your info within 24 hours.",1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/12265 to update your info within 24 hours.",1
"Here is the invoice you requested for the software licensing.

Ref: 7252",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.199.246/secure-update to avoid permanent account deletion.,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 2995",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/49052,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 5605",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 4832",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 4251",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 3279",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 1347",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 8905",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 1395",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/96758,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 1915",0
"Here is the invoice you requested for the software licensing.

Ref: 6794",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.2.104/secure-update to avoid permanent account deletion.,1
"Here is the invoice you requested for the software licensing.

Ref: 1858",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.240.214/secure-update to avoid permanent account deletion.,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.4.178/admin-login,1
"Here is the invoice you requested for the software licensing.

Ref: 1425",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.56.42/invoice.pdf.exe,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/35419,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 1850",0
"Here is the invoice you requested for the software licensing.

Ref: 6018",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 4158",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/24335,1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 8172",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 4774",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 5866",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 3947",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.110.71/admin-login,1
"Here is the invoice you requested for the software licensing.

Ref: 2911",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.164.166/admin-login,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/70034 to update your info within 24 hours.",1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 1623",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 9912",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.136.211/invoice.pdf.exe,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.53.126/admin-login,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/27801 to update your info within 24 hours.",1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/74084,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/97952 to update your info within 24 hours.",1
"Here is the invoice you requested for the software licensing.

Ref: 3085",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.7.215/admin-login,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/22492 to update your info within 24 hours.",1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 4268",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.242.211/secure-update to avoid permanent account deletion.,1
"Here is the invoice you requested for the software licensing.

Ref: 8432",0
"Here is the invoice you requested for the software licensing.

Ref: 2626",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/15589 to update your info within 24 hours.",1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 7577",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 7670",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.102.37/invoice.pdf.exe,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/35609,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.222.116/admin-login,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 1398",0
"Here is the invoice you requested for the software licensing.

Ref: 1390",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 3430",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.138.221/invoice.pdf.exe,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/66314 to update your info within 24 hours.",1
Invoice Payment Overdue. Please review the secure document here: http://172.16.30.167/invoice.pdf.exe,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 9321",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 6381",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/30048 to update your info within 24 hours.",1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/31806,1
"Here is the invoice you requested for the software licensing.

Ref: 2004",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 2520",0
"Here is the invoice you requested for the software licensing.

Ref: 6786",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 5184",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/50527 to update your info within 24 hours.",1
Invoice Payment Overdue. Please review the secure document here: http://172.16.92.50/invoice.pdf.exe,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 9275",0
"Here is the invoice you requested for the software licensing.

Ref: 5839",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/92798 to update your info within 24 hours.",1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.197.86/admin-login,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.175.199/invoice.pdf.exe,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/27308,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/97199 to update your info within 24 hours.",1
"Here is the invoice you requested for the software licensing.

Ref: 3560",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 6130",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.99.242/admin-login,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.49.246/admin-login,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/52424,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 1460",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 8165",0
"Here is the invoice you requested for the software licensing.

Ref: 3585",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/58143,1
"Here is the invoice you requested for the software licensing.

Ref: 7869",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.77.217/admin-login,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/42214 to update your info within 24 hours.",1
Invoice Payment Overdue. Please review the secure document here: http://172.16.200.242/invoice.pdf.exe,1
"Here is the invoice you requested for the software licensing.

Ref: 6240",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.171.80/secure-update to avoid permanent account deletion.,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 2647",0
"Here is the invoice you requested for the software licensing.

Ref: 9384",0
"Here is the invoice you requested for the software licensing.

Ref: 4970",0
"Here is the invoice you requested for the software licensing.

Ref: 3814",0
"Here is the invoice you requested for the software licensing.

Ref: 9425",0
"Here is the invoice you requested for the software licensing.

Ref: 5445",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 6808",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 9650",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 3772",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.153.207/secure-update to avoid permanent account deletion.,1
"Here is the invoice you requested for the software licensing.

Ref: 5777",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/12516 to update your info within 24 hours.",1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.191.8/admin-login,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 1318",0
"Here is the invoice you requested for the software licensing.

Ref: 5882",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.172.88/invoice.pdf.exe,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/29066,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 4276",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 8120",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.106.114/invoice.pdf.exe,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/31422,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.74.4/invoice.pdf.exe,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.223.27/secure-update to avoid permanent account deletion.,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.4.40/invoice.pdf.exe,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/83133,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/43183 to update your info within 24 hours.",1
Invoice Payment Overdue. Please review the secure document here: http://172.16.205.229/invoice.pdf.exe,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/76362 to update your info within 24 hours.",1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/27342,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.210.247/admin-login,1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 8781",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 7755",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 7582",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 1297",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/23576,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.182.134/admin-login,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 6600",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 4851",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/66014,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.69.199/admin-login,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 2658",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.160.157/admin-login,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/37444,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.134.172/admin-login,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.1.4/invoice.pdf.exe,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 6711",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.100.207/admin-login,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.109.147/invoice.pdf.exe,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 8152",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 8512",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 9078",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.105.88/admin-login,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/80694,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 7080",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.113.164/invoice.pdf.exe,1
"Here is the invoice you requested for the software licensing.

Ref: 9259",0
"Here is the invoice you requested for the software licensing.

Ref: 7126",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 4888",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 3146",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/44540,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.123.225/secure-update to avoid permanent account deletion.,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 3645",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 2825",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.214.136/invoice.pdf.exe,1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 4011",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 8475",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 6672",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/79470,1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 7185",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.137.3/invoice.pdf.exe,1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 5761",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 9724",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 7258",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 1787",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 7608",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/30990,1
"Here is the invoice you requested for the software licensing.

Ref: 4049",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.66.215/invoice.pdf.exe,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 5334",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 9408",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.186.103/invoice.pdf.exe,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/41051 to update your info within 24 hours.",1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.61.38/admin-login,1
"Here is the invoice you requested for the software licensing.

Ref: 8683",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.168.47/secure-update to avoid permanent account deletion.,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.105.212/secure-update to avoid permanent account deletion.,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 4136",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 7001",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.163.45/invoice.pdf.exe,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 9677",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.219.54/invoice.pdf.exe,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/24946 to update your info within 24 hours.",1
Invoice Payment Overdue. Please review the secure document here: http://172.16.126.104/invoice.pdf.exe,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 1798",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 6577",0
"Here is the invoice you requested for the software licensing.

Ref: 9617",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 6439",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.89.116/secure-update to avoid permanent account deletion.,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/45358,1
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 1969",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/56744 to update your info within 24 hours.",1
"Here is the invoice you requested for the software licensing.

Ref: 2603",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/58906 to update your info within 24 hours.",1
Invoice Payment Overdue. Please review the secure document here: http://172.16.21.236/invoice.pdf.exe,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/10824 to update your info within 24 hours.",1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 7010",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.103.168/invoice.pdf.exe,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.238.98/secure-update to avoid permanent account deletion.,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.206.50/admin-login,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 2869",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.206.31/admin-login,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.242.85/admin-login,1
"Here is the invoice you requested for the software licensing.

Ref: 7008",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.194.214/secure-update to avoid permanent account deletion.,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 5779",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.58.47/admin-login,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 6540",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.93.1/invoice.pdf.exe,1
"Here is the invoice you requested for the software licensing.

Ref: 7109",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.210.57/admin-login,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.134.76/secure-update to avoid permanent account deletion.,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.65.181/secure-update to avoid permanent account deletion.,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/88124,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/72252,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 2525",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.78.47/invoice.pdf.exe,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 1341",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.128.63/invoice.pdf.exe,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.183.172/secure-update to avoid permanent account deletion.,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 2684",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 6940",0
"Your Amazon order #123-456 has shipped and will arrive by Tuesday.

Ref: 5398",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 6449",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.149.218/admin-login,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/98515 to update your info within 24 hours.",1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 8824",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 8393",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 1622",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.100.135/secure-update to avoid permanent account deletion.,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.174.61/invoice.pdf.exe,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 1742",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 7279",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.143.58/secure-update to avoid permanent account deletion.,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.77.243/invoice.pdf.exe,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.108.158/admin-login,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 2419",0
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.1.79/admin-login,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/35259,1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 5496",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.59.195/invoice.pdf.exe,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/85606,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/24198,1
"Here is the invoice you requested for the software licensing.

Ref: 5621",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.46.90/invoice.pdf.exe,1
Invoice Payment Overdue. Please review the secure document here: http://172.16.83.147/invoice.pdf.exe,1
SECURITY ALERT: Unauthorized access detected. You must validate your account immediately at http://10.0.12.221/admin-login,1
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.96.72/secure-update to avoid permanent account deletion.,1
"Here is the invoice you requested for the software licensing.

Ref: 6842",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.111.146/invoice.pdf.exe,1
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/62884 to update your info within 24 hours.",1
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 1000",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/73390 to update your info within 24 hours.",1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 1311",0
"Here is the invoice you requested for the software licensing.

Ref: 3961",0
URGENT ACTION REQUIRED: Your bank account has been suspended. Please verify your login immediately by visiting http://192.168.104.27/secure-update to avoid permanent account deletion.,1
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/33020,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 6883",0
Your Office365 password expires in 24 hours. Click here to keep your current password: http://tinyurl.com/21241,1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 9295",0
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 2133",0
"Dear Customer, your P​a​yp​a​l account has a billing issue. Go to http://bit.ly/87772 to update your info within 24 hours.",1
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 5527",0
"Can we reschedule our 1:1? I have a conflict with the marketing review.

Ref: 1984",0
"Reminder: The weekly sync is moved to 3 PM EST tomorrow.

Ref: 7774",0
Invoice Payment Overdue. Please review the secure document here: http://172.16.189.71/invoice.pdf.exe,1
"Hi team, please see the attached report for the Q3 earnings. Let me know if you have questions.

Ref: 8449",0
